Transaction_ID,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Total_Amount,Profit,Sales_Date,Order_Date,Shipping_Date,Payment_Method,Sales_Channel,City,State,Region
T03794,C4305,Joyce Howe,P139,Keyboard,Electronics,1,39378.32,691.58,38686.74,3272.3,2025-09-22,2025-09-22,2025-09-28,Upi,Offline,Meganshire,Vermont,East
T03795,C9078,Brandon Gomez,P391,Dictionary,Books,1,4978.64,310.61,4668.03,239.14,2024-10-01,2024-10-01,2024-10-02,Debit Card,Online,Port Paul,Maryland,East
T03796,C3183,Gregory Lewis,P602,Dictionary,Books,3,19850.95,3806.8,55746.05,13088.36,2024-12-18,2024-12-18,2024-12-21,Net Banking,Online,Dustinstad,Washington,West
T03797,C8410,Cristina Roberts,P797,Notebook,Books,1,1494.53,234.71,1259.82,167.9,2025-05-02,2025-05-02,2025-05-06,Credit Card,Offline,East Melissaborough,Kentucky,North
T03798,C2140,Andrea Jenkins,P144,Dictionary,Books,8,29463.33,1744.97,233961.67,19934.98,2025-11-21,2025-11-21,2025-11-23,Cash,Online,East Stephanie,Georgia,East
T03799,C2371,Renee Howe,P129,Keyboard,Electronics,5,34428.87,9705.42,162438.93,31482.98,2024-04-27,2024-04-27,2024-05-01,Credit Card,Online,North Lori,Connecticut,North
T03800,C8109,Robert Williams,P569,Table,Home,1,18297.41,3088.94,15208.47,1105.66,2024-12-25,2024-12-25,2024-12-27,Upi,Online,unkown column,Vermont,South
T03801,C8635,Mary Morrow,P662,Table,Home,4,43727.7,7913.72,166997.08,16756.78,2025-10-09,2025-10-09,2025-10-12,Upi,Offline,East Nicolemouth,Pennsylvania,North
T03802,C8594,Jacob Williams,P447,Comics,Books,6,38916.59,11309.75,222189.79,55187.57,2025-08-27,2025-08-27,2025-08-30,Upi,Online,North Morgan,Colorado,North
T03803,C2034,Melissa Johnson,P471,Sofa,Home,2,34604.65,4796.75,64412.55,4482.43,2025-11-04,2025-11-04,2025-11-06,Credit Card,Offline,North Brian,Louisiana,North
T03804,C5009,Bradley Rivas,P930,Dictionary,Books,4,41428.27,544.19,165168.89,17063.92,2025-08-23,2025-08-23,2025-08-29,Net Banking,Offline,Michellebury,Rhode Island,South
T03805,C5773,Jennifer Mcdaniel,P599,Novel,Books,1,12947.92,2535.98,10411.94,1079.16,2024-08-05,2024-08-05,2024-08-10,Credit Card,Online,South Cynthia,Washington,South
T03806,C3203,Matthew Mccall,P973,Mouse,Electronics,3,20579.62,1335.66,60403.2,8980.17,2024-10-24,2024-10-24,2024-10-31,Cash,Online,North Steven,Ohio,East
T03807,C5989,Scott Montoya,P579,Mouse,Electronics,4,5583.84,1423.97,20911.39,3393.52,2024-10-11,2024-10-11,2024-10-15,Debit Card,Online,North Christine,North Dakota,South
T03808,C2006,Amanda Pena,P838,Lamp,Home,9,16632.45,3241.0,146451.05,32881.82,2024-12-24,2024-12-24,2024-12-25,Upi,Offline,Bellmouth,Illinois,North
T03809,C8417,Ashley Romero,P275,Jeans,Clothing,7,31623.35,1880.63,219482.82,18466.06,2025-01-28,2025-01-28,2025-02-04,Debit Card,Offline,South Jeanetteton,Nebraska,West
T03810,C7256,unknown value,P560,Sofa,Home,2,29806.17,2533.92,57078.42,9098.3,2024-02-14,2024-02-14,2024-02-20,Upi,Online,New Joseph,Maine,East
T03811,C6750,Jennifer Mitchell,P587,Table,Home,7,15046.77,3718.74,101608.65,10638.45,2025-03-23,2025-03-23,2025-03-30,Net Banking,Offline,Michellemouth,Hawaii,South
T03812,C3122,Joseph Riley,P653,Headphones,Electronics,10,18407.62,839.88,183236.32,11857.44,2025-08-05,2025-08-05,2025-08-12,Debit Card,Offline,North Danielmouth,South Dakota,West
T03813,C4691,Joyce Berger,P893,unknown column,Home,7,3624.55,726.51,24645.34,3788.0,2024-11-20,2024-11-20,2024-11-26,Debit Card,Online,West Cynthiastad,Ohio,East
T03814,C9802,Andrew Lopez,P341,Monitor,Electronics,6,2008.71,199.49,11852.77,983.59,2025-06-11,2025-06-11,2025-06-13,Credit Card,Online,East Travis,Rhode Island,East
T03815,C6789,Andrea Martin,P652,Shoes,Clothing,4,13244.03,403.54,52572.58,12887.01,2025-03-08,2025-03-08,2025-03-10,Upi,Online,Stephaniestad,New Mexico,North
T03816,C5265,Dana Rogers,P675,Chair,Home,3,13531.82,2612.69,37982.77,5451.97,2025-12-25,2025-12-25,2025-12-28,Cash,Offline,Watkinstown,Pennsylvania,West
T03817,C9048,Benjamin Preston,P325,Novel,Books,6,2509.59,162.96,14894.58,1911.56,2025-07-08,2025-07-08,2025-07-10,Debit Card,Online,Stokesland,Texas,West
T03818,C6806,Tina Brown,P212,Dictionary,Books,9,48596.56,1161.93,436207.11,105158.13,2024-07-03,2024-07-03,2024-07-09,Credit Card,Offline,Jasonland,Colorado,East
T03819,C2942,Michael Pittman,P868,Headphones,Electronics,8,41948.21,1980.06,333605.62,49927.36,2024-02-04,2024-02-04,2024-02-09,Debit Card,Offline,Port Jason,Arkansas,East
T03820,C6276,Melissa Church,P341,Comics,Books,4,4840.79,1388.41,17974.75,1026.49,2024-08-13,2024-08-13,2024-08-19,Cash,Offline,South Leemouth,New Mexico,West
T03821,C5688,Shane Schaefer,P668,Jacket,Clothing,6,10947.32,1866.83,63817.09,11707.45,2024-02-10,2024-02-10,2024-02-17,Net Banking,Online,New Joshuafurt,Colorado,South
T03822,C2698,Cameron Jones,P230,Jacket,Clothing,5,48542.52,12398.98,230313.62,15609.8,2024-06-04,2024-06-04,2024-06-08,Debit Card,Offline,East Shariville,Louisiana,North
T03823,C7330,David Hebert,P125,Notebook,Books,3,10367.7,379.24,30723.86,6519.4,2025-01-06,2025-01-06,2025-01-11,Upi,Offline,Lake Emilyport,Utah,East
T03824,C5783,Frederick Hughes,P940,T-Shirt,Clothing,6,33617.58,1606.63,200098.85,18568.52,2024-07-08,2024-07-08,2024-07-11,Cash,Online,Rothborough,Georgia,North
T03825,C7026,Walter Freeman,P672,Monitor,Electronics,8,10764.47,1525.64,84590.12,10289.21,2024-06-14,2024-06-14,2024-06-20,Debit Card,Online,Walkershire,Georgia,South
T03826,C9026,Jacqueline Herring,P663,Headphones,Electronics,3,41626.54,6816.17,118063.45,8841.83,2025-01-22,2025-01-22,2025-01-24,Cash,Offline,Brianmouth,Vermont,East
T03827,C7664,Julia Velasquez,P843,Curtains,Home,1,10853.94,2534.7,8319.24,1723.66,2025-02-17,2025-02-17,2025-02-22,Upi,Offline,New Patriciaton,Louisiana,East
T03829,C4150,Adam Bishop,P299,Monitor,Electronics,9,17565.1,975.94,157109.96,32398.46,2024-02-22,2024-02-22,2024-02-28,Upi,Offline,West Arthur,Nebraska,East
T03830,C8490,Evelyn Prince,P393,Mouse,Electronics,7,10934.49,1769.42,74772.01,16333.16,2024-07-31,2024-07-31,2024-08-04,Cash,Online,South Jessica,Vermont,North
T03831,C8917,Alisha Kirk,P495,Magazine,Books,7,35585.76,3238.96,245861.36,22245.9,2024-03-12,2024-03-12,2024-03-14,Upi,Offline,Lake Jennifermouth,Texas,South
T03832,C8519,Ethan Jones,P279,Novel,Books,10,3428.16,742.11,33539.49,6310.86,2024-12-15,2024-12-15,2024-12-18,Net Banking,Offline,Kellystad,Tennessee,North
T03833,C6829,Leah Carpenter,P221,Headphones,Electronics,5,46521.04,10123.57,222481.63,14398.59,2024-10-18,2024-10-18,2024-10-20,Upi,Online,Williamview,Kansas,West
T03834,C3195,Molly Frey,P867,Sofa,Home,3,24355.39,423.77,72642.4,7776.21,2025-05-01,2025-05-01,2025-05-02,Cash,Offline,Tonyaview,Texas,East
T03835,C8629,Christine Gibson,P392,Notebook,Books,6,28511.17,1662.32,169404.7,35180.02,2024-01-23,2024-01-23,2024-01-28,Credit Card,Offline,West Laura,North Carolina,East
T03836,C9968,Beverly Bradley,P773,unknown column,Books,4,39953.28,474.37,159338.75,15851.83,2024-11-17,2024-11-17,2024-11-20,Net Banking,Offline,Port Sabrinafort,Alabama,North
T03837,C6641,unknown value,P119,Notebook,Books,4,41432.95,6685.0,159046.8,25576.57,2025-09-06,2025-09-06,2025-09-07,Cash,Online,Campbellton,West Virginia,South
T03838,C3443,Mrs. Lauren Delgado,P830,Table,Home,6,46579.81,7847.77,271631.09,36497.94,2024-10-02,2024-10-02,2024-10-07,Credit Card,Offline,Lake Mirandaport,Tennessee,West
T03839,C9266,Amanda Boyd,P875,Magazine,Books,5,44349.69,12148.2,209600.25,47234.82,2025-01-24,2025-01-24,2025-01-28,Unknown,Online,West Jason,North Dakota,West
T03840,C6970,Miguel Curtis,P676,Sofa,Home,4,10197.05,342.41,40445.79,5700.04,2025-11-06,2025-11-06,2025-11-13,Upi,Online,West Daniel,Nevada,North
T03841,C2745,Nicholas Johnston,P260,Dictionary,Books,7,13779.97,3020.37,93439.42,10060.83,2024-08-25,2024-08-25,2024-08-30,Credit Card,Offline,Port Madison,Arizona,East
T03842,C9851,Karen Griffin,P294,Laptop,Electronics,6,23420.97,6878.93,133646.89,30802.86,2024-09-18,2024-09-18,2024-09-23,Net Banking,Online,South Jacqueline,Rhode Island,South
T03843,C3849,Scott Cooper,P617,Sofa,Home,4,49257.67,12188.29,184842.39,30765.87,2024-12-29,2024-12-29,2025-01-01,Upi,Offline,Stewartburgh,Alaska,North
T03844,C8097,Brett Holloway,P555,Keyboard,Electronics,1,41321.75,11531.21,29790.54,5441.67,2024-09-02,2024-09-02,2024-09-03,Upi,Online,Myersfurt,Michigan,West
T03845,C6405,Jack Huerta,P562,Novel,Books,5,26618.54,6705.86,126386.84,7511.52,2025-08-13,2025-08-13,2025-08-16,Debit Card,Online,Lake Scottburgh,Georgia,East
T03846,C8184,Tracey Perez,P927,Dictionary,Books,5,33901.97,2625.14,166884.71,13386.89,2024-11-27,2024-11-27,2024-11-30,Upi,Online,South Susanchester,Wyoming,South
T03847,C8269,Sara Barr,P522,Chair,Home,8,25491.82,6925.02,197009.54,28885.95,2025-03-06,2025-03-06,2025-03-07,Debit Card,Online,Port David,Utah,East
T03848,C1271,James Hill,P446,Magazine,Books,10,27292.96,4428.04,268501.56,61556.86,2025-08-20,2025-08-20,2025-08-26,Upi,Offline,Port Tanyafurt,Michigan,North
T03849,C6743,Ross Spence,P879,Curtains,Home,9,12345.32,2034.43,109073.45,17159.47,2024-05-22,2024-05-22,2024-05-26,Cash,Online,Melissaborough,New Mexico,North
T03850,C7464,Tina Flores,P500,Headphones,Electronics,2,27861.82,1553.63,54170.01,8531.53,2024-07-01,2024-07-01,2024-07-06,Debit Card,Offline,Keithville,Maine,North
T03851,C3867,Dr. Jessica Hopkins,P340,Shoes,Clothing,9,17089.07,1454.98,152346.65,11129.47,2025-10-15,2025-10-15,2025-10-20,Debit Card,Online,West Stefanieshire,Kentucky,East
T03852,C1668,Sandra Morgan,P575,Chair,Home,1,17016.96,3702.83,13314.13,2340.82,2025-03-20,2025-03-20,2025-03-23,Debit Card,Online,Palmerview,Iowa,South
T03853,C5208,Lisa Hawkins,P234,Headphones,Electronics,7,32791.42,8618.76,220921.18,21390.4,2024-03-18,2024-03-18,2024-03-19,Cash,Online,Robinsonstad,North Dakota,East
T03854,C7925,Alison Moreno,P145,Comics,Books,9,48996.24,11730.02,429236.14,30964.61,2024-08-03,2024-08-03,2024-08-08,Cash,Offline,South Rebeccaside,Virginia,North
T03855,C2456,Michelle Morgan,P981,Keyboard,Electronics,7,3888.33,1049.86,26168.45,6210.87,2024-02-09,2024-02-09,2024-02-15,Cash,Offline,East Lindseyfort,Virginia,West
T03856,C1640,Jennifer Blackburn,P734,T-Shirt,Clothing,2,25320.2,3023.77,47616.63,5534.25,2024-05-05,2024-05-05,2024-05-09,Debit Card,Offline,New Richard,Minnesota,South
T03857,C4759,Chase Ryan,P922,unknown column,Books,3,14721.92,3556.85,40608.91,6581.44,2024-12-09,2024-12-09,2024-12-15,Cash,Online,West Stephanie,Colorado,South
T03858,C6743,Amy Colon,P204,Shoes,Clothing,1,19397.13,2577.45,16819.68,3164.28,2024-08-01,2024-08-01,2024-08-02,Debit Card,Online,Lewisville,Kentucky,South
T03859,C6877,Erika Murray,P977,Dictionary,Books,2,21488.46,4050.37,38926.55,2509.9,2025-09-02,2025-09-02,2025-09-08,Net Banking,Online,Vargashaven,Connecticut,West
T03860,C2450,Robert Howell,P168,Laptop,Electronics,2,29268.28,2421.86,56114.7,6789.48,2025-06-30,2025-06-30,2025-07-01,Upi,Online,unkown column,Missouri,North
T03861,C2866,Jordan Werner,P822,Mouse,Electronics,9,22418.55,2863.8,198903.15,18345.46,2025-10-08,2025-10-08,2025-10-11,Credit Card,Offline,South Annaton,New Hampshire,South
T03862,C5112,John Leon,P543,Magazine,Books,1,46704.65,11346.76,35357.89,3759.08,2024-05-03,2024-05-03,2024-05-07,Credit Card,Online,South Ernesthaven,Illinois,East
T03863,C5805,Paul Davidson,P991,Lamp,Home,5,26781.88,1951.85,131957.55,26994.28,2025-08-19,2025-08-19,2025-08-24,Upi,Offline,Lake Duaneton,Oregon,West
T03864,C8045,Heather Bell,P878,Comics,Books,8,24342.72,6792.25,187949.51,23182.2,2025-04-29,2025-04-29,2025-05-05,Credit Card,Online,Frenchborough,Texas,South
T03865,C7937,Samantha Jones,P429,Shoes,Clothing,10,43264.43,1930.06,430714.24,33531.07,2025-08-13,2025-08-13,2025-08-17,Net Banking,Online,Medinaside,Missouri,West
T03866,C6620,Kenneth Rowe,P631,Headphones,Electronics,1,37503.39,3713.85,33789.54,3791.45,2025-10-24,2025-10-24,2025-10-29,Debit Card,Offline,South Jon,Maryland,South
T03867,C4817,Jason Edwards,P192,Hoodie,Clothing,6,15488.95,2616.45,90317.25,21355.75,2025-05-04,2025-05-04,2025-05-10,Cash,Online,Johnsonside,Missouri,North
T03868,C9473,Robert Leonard,P913,Comics,Books,8,28184.92,5359.75,220119.61,39198.38,2025-07-28,2025-07-28,2025-07-31,Upi,Offline,Gonzalezview,Indiana,South
T03869,C4395,Gabrielle West,P906,Dictionary,Books,10,5189.38,251.59,51642.21,7060.37,2024-05-16,2024-05-16,2024-05-23,Cash,Online,West David,Virginia,North
T03870,C1901,Charles Chavez,P547,Notebook,Books,6,16518.09,56.45,99052.09,15928.03,2024-08-27,2024-08-27,2024-08-29,Upi,Offline,New Jaime,Indiana,East
T03871,C7330,David Newman,P279,Magazine,Books,3,20104.02,1802.76,58509.3,8011.49,2025-07-19,2025-07-19,2025-07-20,Debit Card,Offline,New James,Kansas,North
T03872,C5200,Patrick Dean,P747,Hoodie,Clothing,8,37572.23,9543.98,291033.86,32865.31,2025-12-19,2025-12-19,2025-12-23,Cash,Online,Sarahville,California,North
T03873,C7294,Amy Perkins,P228,Chair,Home,6,29455.63,5196.26,171537.52,31063.01,2024-08-13,2024-08-13,2024-08-14,Net Banking,Online,Lake Christopherfurt,Minnesota,West
T03874,C9484,Elizabeth Perez,P427,Jeans,Clothing,10,33365.78,3237.95,330419.85,50535.51,2024-05-22,2024-05-22,2024-05-29,Upi,Online,North Michael,West Virginia,South
T03875,C2823,unknown value,P928,Novel,Books,8,12078.62,1393.96,95235.0,18341.64,2025-06-01,2025-06-01,2025-06-02,Credit Card,Offline,New Jacqueline,Idaho,East
T03876,C1837,Matthew Vasquez,P588,Table,Home,10,17217.38,2031.21,170142.59,10154.26,2025-03-07,2025-03-07,2025-03-11,Net Banking,Online,South Thomasshire,Washington,South
T03877,C4473,Pam Walton,P815,Mouse,Electronics,9,7285.85,62.75,65509.9,10211.58,2025-03-10,2025-03-10,2025-03-16,Credit Card,Online,New Janeborough,Colorado,East
T03878,C9408,Kathryn Fox,P345,Shoes,Clothing,1,36163.12,8515.17,27647.95,2240.81,2025-08-16,2025-08-16,2025-08-23,Cash,Online,East Brettburgh,Texas,West
T03879,C8670,Andrew Donaldson,P176,Chair,Home,6,36938.9,8300.91,213332.49,16758.25,2025-09-03,2025-09-03,2025-09-09,Cash,Offline,Westport,Ohio,North
T03880,C4962,Nina Brown,P641,Jacket,Clothing,5,41036.21,10466.34,194714.71,13172.1,2025-02-20,2025-02-20,2025-02-27,Cash,Online,New Brandon,North Dakota,East
T03881,C7958,Michael Harrell,P892,Laptop,Electronics,10,18317.75,2901.25,180276.25,38788.55,2025-10-29,2025-10-29,2025-11-03,Debit Card,Offline,Leonmouth,Delaware,North
T03882,C9528,Sara Martin,P773,Shoes,Clothing,5,26630.85,108.87,133045.38,7780.95,2025-09-26,2025-09-26,2025-09-28,Debit Card,Offline,Cindyberg,North Carolina,West
T03883,C5400,Alex Cruz,P700,Monitor,Electronics,8,41481.23,11008.98,320840.86,53534.07,2024-12-05,2024-12-05,2024-12-11,Credit Card,Online,Lake Clifford,Massachusetts,North
T03884,C3887,Victoria Sanchez,P301,Notebook,Books,5,2581.99,193.38,12716.57,1867.12,2025-02-11,2025-02-11,2025-02-18,Net Banking,Offline,Lake Joshuaport,Mississippi,East
T03885,C8314,Paul Marsh,P161,Table,Home,10,5392.48,1004.61,52920.19,8705.41,2025-04-03,2025-04-03,2025-04-05,Upi,Online,North Jonathanside,South Dakota,East
T03886,C2345,Anna Reed,P976,Sofa,Home,4,3561.98,117.49,14130.43,1234.22,2025-03-06,2025-03-06,2025-03-11,Upi,Offline,North Jon,Colorado,North
T03887,C1941,Susan Palmer,P362,Laptop,Electronics,10,8806.09,1606.42,86454.48,7758.79,2025-12-19,2025-12-19,2025-12-23,Upi,Offline,South Johnbury,Pennsylvania,North
T03888,C9094,Stephanie Graham,P857,Lamp,Home,1,8312.89,193.27,8119.62,1204.59,2025-10-14,2025-10-14,2025-10-19,Debit Card,Online,Adamstown,Virginia,South
T03889,C7654,Sarah Gomez,P249,Keyboard,Electronics,8,42811.54,2145.51,340346.81,27986.6,2025-04-28,2025-04-28,2025-05-04,Credit Card,Online,Morganmouth,Illinois,West
T03890,C3526,John Herman,P732,Table,Home,7,11376.43,1249.1,78385.91,4737.97,2025-07-20,2025-07-20,2025-07-21,Net Banking,Offline,Lake Jessicamouth,Georgia,North
T03891,C1866,Gregory Wright,P561,Comics,Books,7,5694.97,296.14,39568.65,8237.94,2025-11-06,2025-11-06,2025-11-13,Unknown,Offline,South Markfort,Minnesota,North
T03892,C8718,Sara Boone,P637,unknown column,Books,1,21707.58,6371.43,15336.15,1520.14,2024-10-28,2024-10-28,2024-11-02,Debit Card,Online,Kimberlyberg,Oklahoma,West
T03893,C4807,Kayla Stewart,P192,Headphones,Electronics,7,30234.21,8874.87,202764.6,31790.31,2025-08-25,2025-08-25,2025-08-28,Upi,Offline,East Rachelmouth,Wyoming,East
T03894,C7415,Kyle Moore,P208,Shoes,Clothing,3,31687.31,2378.25,92683.68,21590.2,2024-06-05,2024-06-05,2024-06-11,Upi,Online,Wrightland,Iowa,West
T03895,C7027,Meagan Evans,P425,Keyboard,Electronics,6,26354.39,2098.51,156027.83,35355.96,2025-02-12,2025-02-12,2025-02-16,Cash,Offline,West Barbara,Iowa,East
T03896,C5454,William Wilson,P871,Chair,Home,2,38305.04,10990.0,65620.08,15993.39,2024-04-19,2024-04-19,2024-04-24,Upi,Offline,Katherineview,North Dakota,North
T03897,C3413,Shawn Cuevas Jr.,P472,Comics,Books,4,27892.06,414.46,111153.78,21574.06,2024-02-05,2024-02-05,2024-02-12,Cash,Online,Michaelbury,Colorado,East
T03898,C3266,Craig Monroe,P613,Jeans,Clothing,5,17754.38,2723.44,86048.46,13579.1,2025-08-17,2025-08-17,2025-08-21,Cash,Offline,Port Andrewton,Pennsylvania,West
T03899,C9710,Jessica Rice,P179,unknown column,Clothing,8,49607.5,1441.08,395418.92,25819.68,2025-05-12,2025-05-12,2025-05-14,Net Banking,Online,Cochranmouth,West Virginia,South
T03900,C2627,unknown value,P419,Sofa,Home,6,31979.97,3221.19,188658.63,33731.96,2024-04-06,2024-04-06,2024-04-07,Unknown,Offline,Morriston,West Virginia,West
T03901,C6512,Traci Taylor,P595,Magazine,Books,9,15088.79,1686.6,134112.51,24694.15,2025-04-02,2025-04-02,2025-04-09,Upi,Offline,Brandonborough,Indiana,North
T03902,C1715,Bailey Melton,P709,Laptop,Electronics,4,17022.91,4549.85,63541.79,8655.23,2025-05-30,2025-05-30,2025-06-02,Cash,Online,Davidville,Vermont,East
T03903,C6785,Monica Gonzalez,P534,Monitor,Electronics,2,18662.87,3511.15,33814.59,2132.25,2025-02-15,2025-02-15,2025-02-16,Upi,Offline,Fernandochester,Kentucky,East
T03904,C7096,Amanda Coleman,P501,Chair,Home,10,43862.39,10892.65,427731.25,48576.58,2025-01-10,2025-01-10,2025-01-15,Debit Card,Offline,Howardhaven,California,West
T03905,C2550,Tracy Bowman,P868,Magazine,Books,8,34363.81,853.56,274056.92,49837.31,2025-04-16,2025-04-16,2025-04-21,Upi,Offline,South Josephville,Idaho,South
T03906,C8339,Henry Jones,P891,Table,Home,1,35724.96,6446.16,29278.8,3836.05,2024-09-03,2024-09-03,2024-09-07,Debit Card,Offline,Earlton,Maine,East
T03907,C7032,Nicolas Moss,P959,Notebook,Books,4,38999.36,9220.66,146776.78,30413.91,2025-10-23,2025-10-23,2025-10-28,Cash,Offline,Montgomeryton,Oklahoma,South
T03908,C2424,Daniel Williams,P208,Keyboard,Electronics,1,27986.67,6861.98,21124.69,2440.02,2025-04-30,2025-04-30,2025-05-06,Cash,Online,East Jamesberg,New Mexico,West
T03909,C8318,Misty Schneider,P816,Headphones,Electronics,4,43290.86,8253.24,164910.2,23157.14,2025-11-23,2025-11-23,2025-11-27,Cash,Online,New Lisa,Alabama,North
T03910,C3965,Pamela Wilson,P127,Lamp,Home,10,11736.92,3285.02,114084.18,9753.59,2024-11-10,2024-11-10,2024-11-14,Unknown,Offline,North Michaelland,Texas,South
T03911,C2262,Nathan Davis,P486,Shoes,Clothing,10,31772.75,3282.03,314445.47,20701.18,2024-10-26,2024-10-26,2024-11-02,Upi,Offline,PORT SUSANVIEW,Iowa,South
T03912,C2657,Tammie Boyd,P217,Laptop,Electronics,9,2031.38,82.26,18200.16,3734.92,2025-02-06,2025-02-06,2025-02-11,Net Banking,Offline,Singhstad,Idaho,East
T03913,C3028,Jennifer Shelton,P515,Keyboard,Electronics,3,9854.9,734.83,28829.87,4313.92,2025-03-30,2025-03-30,2025-03-31,Cash,Online,Christopherside,Florida,South
T03914,C6824,Amanda Lopez,P944,Laptop,Electronics,6,31234.64,5281.28,182126.56,12436.33,2024-10-30,2024-10-30,2024-10-31,Cash,Offline,West Jessicaton,Colorado,East
T03915,C4509,Laurie Taylor,P865,Dictionary,Books,7,48259.13,9763.7,328050.21,27126.56,2024-03-11,2024-03-11,2024-03-12,Debit Card,Offline,unkown column,Oregon,South
T03916,C5945,Mary Taylor,P109,Novel,Books,7,20462.7,5837.47,137401.43,10595.88,2024-05-07,2024-05-07,2024-05-12,Upi,Online,East Michaelmouth,Wyoming,South
T03917,C3435,David Johnson DDS,P507,Novel,Books,7,42818.78,6758.22,292973.24,20722.49,2025-09-30,2025-09-30,2025-10-06,Upi,Online,Howardville,Michigan,North
T03918,C3389,Dylan Macias,P724,Lamp,Home,3,4506.79,10.47,13509.9,1852.78,2024-06-17,2024-06-17,2024-06-18,Debit Card,Offline,Arielberg,Maryland,West
T03919,C2191,Patricia Flores,P536,Laptop,Electronics,3,14630.53,3111.68,40779.91,6889.51,2025-11-17,2025-11-17,2025-11-19,Credit Card,Online,Lake Joshua,Colorado,West
T03920,C9977,Linda Thomas,P439,Hoodie,Clothing,1,46777.13,11654.92,35122.21,8270.8,2024-11-10,2024-11-10,2024-11-17,Credit Card,Offline,South Mason,Kentucky,North
T03921,C1476,Andrea Boyd,P190,Chair,Home,10,4331.85,1176.43,42142.07,3460.52,2024-01-01,2024-01-01,2024-01-04,Credit Card,Online,East Darrylfort,New Jersey,West
T03922,C7364,Christopher Bell,P319,Shoes,Clothing,6,23384.82,6802.73,133506.19,12877.74,2025-04-21,2025-04-21,2025-04-26,Credit Card,Offline,unkown column,New Jersey,East
T03923,C7840,Megan Ward,P709,Table,Home,6,28881.65,7260.4,166029.5,31905.46,2024-01-26,2024-01-26,2024-02-01,Upi,Offline,Jessicaborough,Colorado,West
T03924,C2967,Aaron Brown,P434,Dictionary,Books,1,29962.5,8853.25,21109.25,2425.68,2025-08-27,2025-08-27,2025-09-01,Upi,Online,Smithchester,Arizona,North
T03925,C9903,Rodney Hall,P966,Dictionary,Books,2,1116.44,54.63,2178.25,289.33,2024-08-27,2024-08-27,2024-09-01,Net Banking,Offline,Sandersstad,Alaska,West
T03926,C5905,Tracey Taylor,P602,Notebook,Books,7,34623.22,7804.06,234558.48,42559.45,2024-03-31,2024-03-31,2024-04-05,Debit Card,Online,West Jennifer,Idaho,North
T03927,C8528,unknown value,P574,Sofa,Home,1,19898.87,1824.79,18074.08,1799.77,2025-06-26,2025-06-26,2025-06-29,Net Banking,Online,Powellside,Alabama,North
T03928,C5598,Corey Richardson,P809,Magazine,Books,5,8478.05,895.34,41494.91,7028.67,2024-11-10,2024-11-10,2024-11-15,Debit Card,Offline,PORT JULIE,Connecticut,North
T03929,C1652,Carol Martin,P678,Mouse,Electronics,8,43949.5,10567.68,341028.32,55895.22,2024-04-29,2024-04-29,2024-04-30,Cash,Online,Smithchester,Missouri,South
T03931,C6281,Danielle Simmons,P867,Notebook,Books,8,11732.09,3374.69,90482.03,22271.52,2025-02-09,2025-02-09,2025-02-14,Cash,Online,West Joseph,Kansas,East
T03932,C3998,Michael Rodgers,P632,Sofa,Home,10,27329.17,4352.21,268939.49,63462.83,2025-12-02,2025-12-02,2025-12-04,Upi,Online,WEST THERESA,North Dakota,East
T03933,C7877,Rachel Harris,P813,unknown column,Clothing,7,45195.55,1667.47,314701.38,22119.54,2024-04-28,2024-04-28,2024-04-30,Debit Card,Offline,Morrisland,Florida,East
T03934,C7632,Lori Graves,P942,T-Shirt,Clothing,2,32203.7,392.51,64014.89,11985.75,2024-11-12,2024-11-12,2024-11-18,Credit Card,Online,Taramouth,Texas,North
T03935,C3331,Steven Schneider,P870,Jacket,Clothing,7,38727.27,9087.34,262003.55,14789.34,2025-08-21,2025-08-21,2025-08-27,Net Banking,Online,New Sierrachester,Washington,West
T03936,C9155,Jaime Cooley,P115,Magazine,Books,7,3953.01,135.37,27535.7,4438.67,2025-09-28,2025-09-28,2025-10-03,Credit Card,Online,Lake Sarahtown,Wisconsin,North
T03937,C5472,Robert Lane,P130,Keyboard,Electronics,5,31596.28,1233.02,156748.38,14616.84,2024-04-08,2024-04-08,2024-04-12,Upi,Online,South Jessica,Arizona,East
T03938,C6254,Kelsey Jones,P896,Curtains,Home,2,20976.87,3742.76,38210.98,6020.54,2025-01-29,2025-01-29,2025-01-30,Credit Card,Offline,South Toddmouth,South Dakota,East
T03939,C7339,Thomas Jackson,P668,Magazine,Books,4,47708.88,1226.44,189609.08,22344.32,2025-11-27,2025-11-27,2025-11-30,Cash,Online,Port Dennisstad,Kentucky,North
T03940,C3812,Alex Brown,P894,Keyboard,Electronics,2,19016.58,1437.82,36595.34,8779.24,2025-09-21,2025-09-21,2025-09-26,Cash,Offline,Lake Jacqueline,Colorado,North
T03941,C3089,Amy Short,P563,Hoodie,Clothing,5,38449.17,10726.07,181519.78,20425.7,2024-01-13,2024-01-13,2024-01-14,Debit Card,Offline,Barbarahaven,Kentucky,West
T03942,C5529,Shelia Hutchinson,P827,Novel,Books,2,39290.47,3211.96,75368.98,5507.84,2024-12-22,2024-12-22,2024-12-29,Upi,Online,West Michaelbury,Ohio,East
T03943,C5847,Jamie Payne,P850,Shoes,Clothing,5,24089.29,970.57,119475.88,9495.27,2024-06-30,2024-06-30,2024-07-01,Debit Card,Online,Patriciafurt,Wisconsin,North
